"""""""name""""""","""""""barcode""""""","""""""price"""""""
"""""""SIROPE DE AGAVE (EDULCORANTE NATURAL)""",""" NAT SANNO""",""" BOTE 350 G""""""","""""""08436542193276""""""","""""""2""","""50"""""""
"""""""CAFE CAPSULA CAFE CON LECHE (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 16 U - 160 G""""""","""""""07613033174667""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA CAFE CON LECHE (COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""","""SA. NO RELACIONADA CON COCATECH""","""SL))""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735079""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA CAFE CON LECHE DESCAFEINADO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 16 U - 160 G""""""","""""""07613035397934""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA CAFE CON LECHE DESCAFEINADO(COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA GRUPO SOCIETE DES PRODUITS NESTLE""",""" SA.NO RELACIONADA CON COCATEC SL)""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735093""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA CAFE CON LECHE MARCILLA (COMPATIBLE CAFETERA TASSIMO)""",""" TASSIMO""",""" PAQUETE 16 U""""""","""""""08711000502518""""""","""""""4""","""39"""""""
"""""""CAFE CAPSULA CAFE LARGO MARCILLA (COMPATIBLE CAFETERA TASSIMO)""",""" TASSIMO""",""" PAQUETE 16 U""""""","""""""08711000500613""""""","""""""4""","""39"""""""
"""""""CAFE CAPSULA CAPPUCCINO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 8+8 U - 186""","""4 G""""""","""""""07613036271882""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA CORTADO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 16 U - 100 G""""""","""""""07613032396350""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA CORTADO (COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""",""" SA. NO RELACIONADA CON COCATECH""","""SL.))""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735086""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA CORTADO DESCAFEINADO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 16 U - 99 G""""""","""""""07613033494314""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA CORTADO DESCAFEINADO(COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""","""SA NO RELACIONADA CON COCATECH""","""SL)""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735109""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA CORTADO MARCILLA (COMPATIBLE CAFETERA TASSIMO)""",""" TASSIMO""",""" PAQUETE 16 U""""""","""""""08711000501214""""""","""""""4""","""39"""""""
"""""""CAFE CAPSULA DESCAFEINADO (COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""",""" S.A. NO RELACIONADA CON COCATECH""",""" S.L.))""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735017""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA DESCAFEINADO (COMPATIBLE CAFETERA NESPRESSO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLÉ""","""S.A. NO RELACIONADA CON PRODUCTOS SOLUBLES""","""S.A.))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021321""""""","""""""3""","""74"""""""
"""""""CAFE CAPSULA DESCAFEINADO MARCILLA (COMPATIBLE CAFETERA TASSIMO)""",""" TASSIMO""",""" PAQUETE 16 U""""""","""""""08711000530382""""""","""""""4""","""39"""""""
"""""""CAFE CAPSULA DESCAFEINADO RISTRETTO INTENSIDAD Nº 9 (COMPATIBLE CAFETERA NESPRESSO)""",""" L'OR""",""" PAQUETE 10 U""""""","""""""08711000357521""""""","""""""3""","""29"""""""
"""""""CAFE CAPSULA ESPRESSO BRASIL (COMPATIBLE CAFETERA NESPRESSO*(MARCA GRUPO SOCIETE DES PRODUITS NESTLÉ""",""" SA NO RELACIONADA CON PRODUCTOS SOLUBLES""",""" SA))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021529""""""","""""""3""","""80"""""""
"""""""CAFE CAPSULA ESPRESSO COLOMBIA (COMPATIBLE CAFETERA NESPRESSO*(MARCA GRUPO SOCIETE DES PRODUITS NESTLÉ""",""" SA NO RELACIONADA CON PRODUCTOS SOLUBLES""",""" SA))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021512""""""","""""""3""","""80"""""""
"""""""CAFE CAPSULA ESPRESSO INTENSO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 16 U - 112 G""""""","""""""07613036862295""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA ESPRESSO MARCILLA (COMPATIBLE CAFETERA TASSIMO)""",""" TASSIMO""",""" PAQUETE 16 U""""""","""""""08711000501009""""""","""""""4""","""39"""""""
"""""""CAFE CAPSULA EXTRAFUERTE (COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""",""" S.A. NO RELACIONADA CON COCATECH""",""" S.L.))""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735048""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA EXTRAFUERTE (COMPATIBLE CAFETERA NESPRESSO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLÉ""",""" S.A. NO RELACIONADA CON PRODUCTOS SOLUBLES""","""S.A.))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021338""""""","""""""3""","""74"""""""
"""""""CAFE CAPSULA FORZA INTENSIDAD Nº 9 (COMPATIBLE CAFETERA NESPRESSO)""",""" L'OR""",""" PAQUETE 10 U""""""","""""""08711000357484""""""","""""""3""","""29"""""""
"""""""CAFE CAPSULA FUERTE (COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""",""" S.A. NO RELACIONADA CON COCATECH""",""" S.L.))""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735031""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA FUERTE (COMPATIBLE CAFETERA NESPRESSO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLÉ""",""" S.A. NO RELACIONADA CON PRODUCTOS SOLUBLES""",""" S.A.))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021307""""""","""""""3""","""74"""""""
"""""""CAFE CAPSULA INTENSO DESCAFEINADO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 16 U - 112 G""""""","""""""07613035260924""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA MEZCLA (COMPATIBLE CAFETERA NESPRESSO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLÉ""",""" S.A. NO RELACIONADA CON PRODUCTOS SOLUBLES""",""" S.A.))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021406""""""","""""""3""","""74"""""""
"""""""CAFE CAPSULA RISTRETTO ARDENZA (COMPATIBLE CAFETERA DOLCE GUSTO) ***NOVEDAD***""",""" DOLCE GUSTO""",""" CAJA 16 U - 128 G""""""","""""""07613034704436""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA RISTRETTO INTENSIDAD Nº 11 COMPATIBLE CAFETERA NESPRESSO)""",""" L'OR""",""" PAQUETE 10 U""""""","""""""08711000357576""""""","""""""3""","""29"""""""
"""""""CAFE CAPSULA RISTRETTO NAPOLI (COMPATIBLE CAFETERA DOLCE GUSTO) ***NOVEDAD***""",""" DOLCE GUSTO""",""" CAJA 16 U - 128 G""""""","""""""07613036562874""""""","""""""4""","""25"""""""
"""""""CAFE CAPSULA SONTUOSO INTENSIDAD Nº 8 (COMPATIBLE CAFETERA NESPRESSO)""",""" L'OR""",""" PAQUETE 10 U""""""","""""""08711000357477""""""","""""""3""","""29"""""""
"""""""CAFE CAPSULA SUAVE (COMPATIBLE CAFETERA DOLCE GUSTO* (MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""",""" S.A. NO RELACIONADA CON COCATECH""",""" S.L.))""",""" COCATECH""",""" PAQUETE 16 U""""""","""""""08437014735024""""""","""""""3""","""40"""""""
"""""""CAFE CAPSULA SUAVE (COMPATIBLE CAFETERA NESPRESSO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLÉ""",""" S.A. NO RELACIONADA CON PRODUCTOS SOLUBLES""",""" S.A.))""",""" PROSOL""",""" PAQUETE 20 U""""""","""""""08431610021314""""""","""""""3""","""74"""""""
"""""""CAFE MONODOSIS COLOMBIA (COMPATIBLE CON CAFETERA SISTEMA SENSEO)""",""" HACENDADO""",""" PAQUETE 32 U - 224 G""""""","""""""08480000118325""""""","""""""3""","""25"""""""
"""""""CAFE MONODOSIS DESCAFEINADO (COMPATIBLE CON CAFETERA SISTEMA SENSEO)""",""" HACENDADO""",""" PAQUETE 32 U - 224 G""""""","""""""08480000117779""""""","""""""2""","""30"""""""
"""""""CAFE MONODOSIS DESCAFEINADO Nº 3 MEDIO PARA CAFETERA ESPRESSO""",""" HACENDADO""",""" PAQUETE 20 U - 140 G""""""","""""""08480000118684""""""","""""""3""","""50"""""""
"""""""CAFE MONODOSIS INTENSO (COMPATIBLE CON CAFETERA SISTEMA SENSEO)""",""" HACENDADO""",""" PAQUETE 32 U - 224 G""""""","""""""08480000117328""""""","""""""2""","""90"""""""
"""""""CAFE MONODOSIS MEZCLA (COMPATIBLE CON CAFETERA SISTEMA SENSEO)""",""" HACENDADO""",""" PAQUETE 32 U - 224 G""""""","""""""08480000117304""""""","""""""2""","""60"""""""
"""""""CAFE MONODOSIS NATURAL (COMPATIBLE CON CAFETERA SISTEMA SENSEO)""",""" HACENDADO""",""" PAQUETE 32 U - 224 G""""""","""""""08480000117700""""""","""""""2""","""15"""""""
"""""""CAFE MONODOSIS NATURAL Nº4 (SABOR Y CUERPO) PARA CAFETERA ESPRESSO""",""" HACENDADO""",""" PAQUETE 20 U - 140 G""""""","""""""08480000117410""""""","""""""3""","""05"""""""
"""""""CAFE MONODOSIS TOSTADO MOLIDO NATURAL FILTRO AMERICANO""",""" """,""" PAQUETE 8 U - 56 G""""""","""""""08411472417005""""""","""""""2""","""20"""""""
"""""""CHOCOLATE CAPSULA CHOCOCCINO (COMPATIBLE CAFETERA DOLCE GUSTO)""",""" DOLCE GUSTO""",""" CAJA 8+8 U - 256 G""""""","""""""07613035690639""""""","""""""4""","""25"""""""
"""""""PREPARADO LECHE CAPSULA (COMPATIBLE CAFETERA DOLCE GUSTO*(MARCA DE GRUPO SOCIETE DES PRODUITS NESTLE""",""" SA. NO RELACIONADA CON COCATECH""","""SL.))""",""" COCATECH""",""" CAJA 16 U""""""","""""""08437014735055""""""","""""""3""","""25"""""""
"""""""CAFE GRANO DESCAFEINADO Nº3 (MEDIO)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000110213""""""","""""""3""","""60"""""""
"""""""CAFE GRANO MEZCLA SABOR FUERTE Nº4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 1 KG""""""","""""""08480000110077""""""","""""""5""","""9"""""""
"""""""CAFE GRANO MEZCLA 80/20 NATURAL/TORREFACTO Nº4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 1 KG""""""","""""""08480000110312""""""","""""""5""","""9"""""""
"""""""CAFE GRANO NATURAL Nº 1 (SUAVE Y AROMATICO)""",""" HACENDADO""",""" PAQUETE 1 KG""""""","""""""08480000110121""""""","""""""5""","""9"""""""
"""""""CAFE GRANO NATURAL Nº 1 (SUAVE Y AROMATICO)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000110220""""""","""""""3""","""20"""""""
"""""""CAFE GRANO NATURAL""",""" SANTA CRISTINA""",""" PAQUETE 500 G""""""","""""""07613033280047""""""","""""""3""","""30"""""""
"""""""CAFE GRANO TORREFACTO Nº 5 (FUERTE Y CON CARACTER)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000110206""""""","""""""3""","""20"""""""
"""""""CAFE MOLIDO DESCAFEINADO MEZCLA Nº 4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117113""""""","""""""1""","""29"""""""
"""""""CAFE MOLIDO DESCAFEINADO MEZCLA Nº 4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000117199""""""","""""""2""","""50"""""""
"""""""CAFE MOLIDO DESCAFEINADO NATURAL Nº3 (MEDIO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117663""""""","""""""1""","""25"""""""
"""""""CAFE MOLIDO DESCAFEINADO NATURAL Nº3 (MEDIO)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000117373""""""","""""""2""","""46"""""""
"""""""CAFE MOLIDO DESCAFEINADO NATURAL""",""" SANTA CRISTINA""",""" PAQUETE 250 G""""""","""""""08411105000260""""""","""""""2""","""30"""""""
"""""""CAFE MOLIDO ESPRESSO DESCAFEINADO Nº 3 (MEDIO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117441""""""","""""""2""","""10"""""""
"""""""CAFE MOLIDO ESPRESSO MEZCLA 80/20 NATURAL / TORREFACTO Nº 4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117526""""""","""""""1""","""85"""""""
"""""""CAFE MOLIDO ESPRESSO MEZCLA""",""" MARCILLA""",""" PAQUETE 250 G""""""","""""""08410091073913""""""","""""""3""","""19"""""""
"""""""CAFE MOLIDO ESPRESSO NATURAL Nº 4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117144""""""","""""""1""","""85"""""""
"""""""CAFE MOLIDO MEZCLA Nº 3 (SUAVE)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000110534""""""","""""""1""","""29"""""""
"""""""CAFE MOLIDO MEZCLA Nº 4 (SABOR Y CUERPO) ***PACK AHORRO***""",""" HACENDADO""",""" PAQUETE PACK 2 X 500 G - 1 KG""""""","""""""08480000110374""""""","""""""4""","""4"""""""
"""""""CAFE MOLIDO MEZCLA Nº 4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117106""""""","""""""1""","""19"""""""
"""""""CAFE MOLIDO MEZCLA Nº 4 (SABOR Y CUERPO)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000117045""""""","""""""2""","""30"""""""
"""""""CAFE MOLIDO NATURAL COLOMBIA Nº 2 (AFRUTADO Y EQUILIBRADO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117151""""""","""""""2""","""45"""""""
"""""""CAFE MOLIDO NATURAL INTENSO Nº 5 (FUERTE Y CON CARACTER)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117229""""""","""""""1""","""90"""""""
"""""""CAFE MOLIDO NATURAL Nº 1 (SUAVE Y AROMATICO) ***PACK AHORRO***""",""" HACENDADO""",""" PAQUETE PACK 2 X 500 G - 1 KG""""""","""""""08480000110428""""""","""""""4""","""0"""""""
"""""""CAFE MOLIDO NATURAL Nº 1 (SUAVE Y AROMATICO)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000117090""""""","""""""1""","""05"""""""
"""""""CAFE MOLIDO NATURAL Nº 1 (SUAVE Y AROMATICO)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000117021""""""","""""""2""","""05"""""""
"""""""CAFE MOLIDO NATURAL Nº 3 (SABOR FUERTE)""",""" HACENDADO""",""" PAQUETE 250 G""""""","""""""08480000110558""""""","""""""1""","""19"""""""
"""""""CAFE MOLIDO NATURAL""",""" SAIMAZA""",""" PAQUETE 250 G""""""","""""""07622210183972""""""","""""""1""","""99"""""""
"""""""CAFE MOLIDO NATURAL""",""" SANTA CRISTINA""",""" PAQUETE 250 G""""""","""""""08411105000208""""""","""""""1""","""91"""""""
"""""""CAFE SOLUBLE CAPPUCCINO CARAMELO""",""" HACENDADO""",""" BOTE 250 G""""""","""""""08480000111319""""""","""""""2""","""38"""""""
"""""""CAFE SOLUBLE CAPPUCCINO DESCAFEINADO""",""" HACENDADO""",""" BOTE 250 G""""""","""""""08480000111388""""""","""""""2""","""37"""""""
"""""""CAFE SOLUBLE CAPPUCCINO DESCAFEINADO""",""" NESCAFE""",""" BOTE 250 G""""""","""""""08410100024998""""""","""""""3""","""53"""""""
"""""""CAFE SOLUBLE CAPPUCCINO NATURAL""",""" HACENDADO""",""" BOTE 250 G""""""","""""""08480000111371""""""","""""""1""","""99"""""""
"""""""CAFE SOLUBLE CAPPUCCINO VIENÉS CON PEPITAS DE CHOCOLATE""",""" HACENDADO""",""" BOTE 300 G""""""","""""""08480000111340""""""","""""""2""","""37"""""""
"""""""CAFE SOLUBLE CAPPUCCINO""",""" NESCAFE""",""" BOTE 250 G""""""","""""""08410100022543""""""","""""""3""","""53"""""""
"""""""CAFE SOLUBLE DESCAFEINADO SELECCION LIOFILIZADO""",""" HACENDADO""",""" TARRO 100 G""""""","""""""08480000118837""""""","""""""3""","""25"""""""
"""""""CAFE SOLUBLE DESCAFEINADO""",""" HACENDADO""",""" TARRO 200 G""""""","""""""08480000110466""""""","""""""2""","""49"""""""
"""""""CAFE SOLUBLE DESCAFEINADO""",""" HACENDADO""",""" TARRO 100 G""""""","""""""08480000110442""""""","""""""1""","""55"""""""
"""""""CAFE SOLUBLE DESCAFEINADO""",""" HACENDADO""",""" CAJA 10 STICKS 20 G""""""","""""""08480000110510""""""","""""""0""","""84"""""""
"""""""CAFE SOLUBLE DESCAFEINADO""",""" NESCAFE""",""" TARRO 200 G""""""","""""""08410100021546""""""","""""""5""","""95"""""""
"""""""CAFE SOLUBLE DESCAFEINADO""",""" NESCAFE""",""" TARRO 100 G""""""","""""""08410100021553""""""","""""""3""","""87"""""""
"""""""CAFE SOLUBLE DESCAFEINADO""",""" NESCAFE""",""" CAJA 10 SOBRES - 20 G""""""","""""""08410100021577""""""","""""""1""","""09"""""""
"""""""CAFE SOLUBLE ESPRESSO CREMA""",""" HACENDADO""",""" TARRO PET 80 G""""""","""""""08480000111234""""""","""""""1""","""50"""""""
"""""""CAFE SOLUBLE MOCHA""",""" NESCAFE""",""" BOTE 306 G""""""","""""""08000300240245""""""","""""""3""","""53"""""""
"""""""CAFE SOLUBLE NATURAL CLASIC""",""" NESCAFE""",""" TARRO 100 G""""""","""""""08410100020556""""""","""""""3""","""41"""""""
"""""""CAFE SOLUBLE NATURAL CLASIC""",""" NESCAFE""",""" TARRO 200 G""""""","""""""08410100020549""""""","""""""5""","""25"""""""
"""""""CAFE SOLUBLE NATURAL CLASICO""",""" HACENDADO""",""" TARRO 200 G""""""","""""""08480000110459""""""","""""""1""","""90"""""""
"""""""CAFE SOLUBLE NATURAL CLASICO""",""" HACENDADO""",""" PAQUETE 10 STICKS - 20 G""""""","""""""08480000110497""""""","""""""0""","""79"""""""
"""""""CAFE SOLUBLE NATURAL CLASICO""",""" HACENDADO""",""" TARRO 100 G""""""","""""""08480000110435""""""","""""""1""","""42"""""""
"""""""CAFE SOLUBLE NATURAL SELECCIÓN LIOFILIZADO""",""" HACENDADO""",""" BOTE 100 G""""""","""""""08480000111159""""""","""""""2""","""99"""""""
"""""""CAFE SOLUBLE NATURAL SUAVE CLASICO""",""" HACENDADO""",""" PAQUETE 10 STICKS - 20 G""""""","""""""08480000110527""""""","""""""0""","""79"""""""
"""""""CAFE SOLUBLE NATURAL SUAVE CLASICO""",""" HACENDADO""",""" BOTE 100 CC""""""","""""""08480000110480""""""","""""""1""","""42"""""""
"""""""CAFE SOLUBLE NATURAL SUAVE CLASICO""",""" HACENDADO""",""" BOTE 200 CC""""""","""""""08480000110473""""""","""""""1""","""90"""""""
"""""""CEREAL SOLUBLE CON ACHICORIA""",""" HACENDADO""",""" TARRO 150 G""""""","""""""08480000111876""""""","""""""1""","""59"""""""
"""""""CEREAL SOLUBLE ECOLOGICO""",""" EKO""",""" TARRO 150 G""""""","""""""07613036569927""""""","""""""2""","""40"""""""
"""""""ACHICORIA""",""" EL ARBOL""",""" PAQUETE 250 G""""""","""""""08410392000502""""""","""""""1""","""15"""""""
"""""""MALTA MOLIDA""",""" EL MIGUELETE""",""" PAQUETE 500 G""""""","""""""08410089200024""""""","""""""1""","""43"""""""
"""""""BARRITA CEREALES ARROZ Y TRIGO INTEGRAL ARANDANOS""",""" HACENDADO""",""" CAJA 6 U - 120 G""""""","""""""08480000093745""""""","""""""1""","""35"""""""
"""""""BARRITA CEREALES ARROZ Y TRIGO INTEGRAL CHOCOLATE LECHE""",""" HACENDADO""",""" CAJA 6 U - 120 G""""""","""""""08480000093509""""""","""""""1""","""15"""""""
"""""""BARRITA CEREALES AVENA CHOCOLATE NEGRO Y NARANJA (0% AZUCARES AÑADIDOS)""",""" HACENDADO""",""" CAJA 6 U - 168 G""""""","""""""08480000094681""""""","""""""1""","""15"""""""
"""""""BARRITA CEREALES CHOCOLATE LECHE (BASE BLANCA)""",""" HACENDADO""",""" CAJA 6 U- 120 G""""""","""""""08480000093462""""""","""""""1""","""10"""""""
"""""""BARRITA CEREALES MUESLI ALBARICOQUE Y YOGUR""",""" HACENDADO""",""" CAJA 6 U - 150 G""""""","""""""08480000093479""""""","""""""0""","""98"""""""
"""""""BARRITA CEREALES MUESLI AVELLANA Y ALMENDRAS""",""" HACENDADO""",""" CAJA 6 U - 150 G""""""","""""""08480000093486""""""","""""""0""","""97"""""""
"""""""BARRITA CEREALES MUESLI CHOCOLATE""",""" HACENDADO""",""" CAJA 6 U - 138 G""""""","""""""08480000093493""""""","""""""0""","""99"""""""
"""""""BARRITA CHOCOLATE CON FIBRA""",""" HACENDADO""",""" CAJA 6 U - 210 G""""""","""""""08480000094735""""""","""""""1""","""59"""""""
"""""""BARRITA ENERGETICA ALMENDRA Y CHOCOLATE PARA DEPORTISTAS""",""" ENERVITSPORT""",""" CAJA 3 U - 90 G""""""","""""""08007640983498""""""","""""""2""","""20"""""""
"""""""BARRITA ENERGETICA FRUTOS SECOS Y VITAMINAS PARA DEPORTISTAS""",""" ENERVITSPORT""",""" CAJA 3 U - 105 G""""""","""""""08007640981388""""""","""""""2""","""80"""""""
"""""""BARRITA PROTEINAS CHOCOLATE PARA DEPORTISTAS""",""" ENERVITSPORT""",""" CAJA 3 U - 120 G""""""","""""""08007640983481""""""","""""""2""","""20"""""""
"""""""BARRITA PROTEINAS COCO-CHOCOLATE PARA DEPORTISTAS""",""" ENERVITSPORT""",""" CAJA 3 U - 120 G""""""","""""""08007640982163""""""","""""""2""","""95"""""""
"""""""BARRITA PROTEINAS YOGUR-VAINILLA PARA DEPORTISTAS""",""" ENERVITSPORT""",""" CAJA 3 U - 120 G""""""","""""""08007640982149""""""","""""""2""","""95"""""""
"""""""BARRITA SABOR AVENA Y CHOCOLATE CON LECHE (SUSTITUTIVO DE COMIDA)""",""" BELLADIETA""",""" CAJA 8 U - 240 G""""""","""""""08007640983870""""""","""""""5""","""40"""""""
"""""""BARRITA SABOR CHOCOLATE NEGRO (SUSTITUTIVO DE COMIDA)""",""" BELLADIETA""",""" CAJA 8 U - 240 G""""""","""""""08007640983863""""""","""""""5""","""40"""""""
"""""""BARRITAS DE SESAMO""",""" SCHOCKS""",""" CAJA 6 U - 75 G""""""","""""""04006084000956""""""","""""""0""","""85"""""""
"""""""AVENA MOLIDA""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000094575""""""","""""""1""","""00"""""""
"""""""CEREAL AROS COLORS SABOR FRUTA""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000095138""""""","""""""1""","""95"""""""
"""""""CEREAL COPOS ARROZ TRIGO INTEGRAL BAÑADOS CHOCOLATE CON LECHE""",""" HACENDADO""",""" PAQUETE 375 G""""""","""""""08480000094872""""""","""""""1""","""79"""""""
"""""""CEREAL COPOS ARROZ TRIGO INTEGRAL CON CHOCOLATE SPECIAL K""",""" KELLOGGS""",""" CAJA 375 G""""""","""""""05050083514142""""""","""""""2""","""59"""""""
"""""""CEREAL COPOS ARROZ TRIGO INTEGRAL CON CHOCOLATE""",""" HACENDADO""",""" CAJA 450 G""""""","""""""08480000093639""""""","""""""1""","""99"""""""
"""""""CEREAL COPOS ARROZ TRIGO INTEGRAL FRUTOS ROJOS""",""" HACENDADO""",""" CAJA 300 G""""""","""""""08480000093837""""""","""""""1""","""50"""""""
"""""""CEREAL COPOS ARROZ TRIGO INTEGRAL (0% AZUCARES AÑADIDOS)""",""" HACENDADO""",""" CAJA 500 G""""""","""""""08480000094889""""""","""""""1""","""70"""""""
"""""""CEREAL COPOS ARROZ TRIGO INTEGRAL""",""" HACENDADO""",""" CAJA 500 G""""""","""""""08480000093615""""""","""""""1""","""59"""""""
"""""""CEREAL COPOS AVENA""",""" BRÜGGEN""",""" CAJA 500 G""""""","""""""04008713756661""""""","""""""0""","""81"""""""
"""""""CEREAL COPOS CHOCOLATE LECHE FITNESS""",""" NESTLE""",""" CAJA 375 G""""""","""""""03387390326468""""""","""""""2""","""50"""""""
"""""""CEREAL COPOS CHOCOLATE SIN GLUTEN""",""" NICOLI""",""" CAJA 375 G""""""","""""""08000113009527""""""","""""""2""","""40"""""""
"""""""CEREAL COPOS ESPELTA""",""" HACENDADO""",""" PAQUETE 400 G""""""","""""""08480000094629""""""","""""""1""","""35"""""""
"""""""CEREAL COPOS MAIZ SIN GLUTEN""",""" NICOLI""",""" CAJA 375 G""""""","""""""08000113009510""""""","""""""1""","""90"""""""
"""""""CEREAL COPOS TRIGO INTEGRAL FRUTAS""",""" HACENDADO""",""" CAJA 450 G""""""","""""""08480000093653""""""","""""""1""","""49"""""""
"""""""CEREAL MUESLI CRUJIENTE CHOCOLATE""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000093554""""""","""""""1""","""75"""""""
"""""""CEREAL MUESLI CRUJIENTE FRUTAS""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000093561""""""","""""""1""","""59"""""""
"""""""CEREAL MUESLI CRUJIENTE FRUTOS SECOS""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000093578""""""","""""""1""","""75"""""""
"""""""CEREAL MUESLI CRUJIENTE (0% AZUCARES AÑADIDOS)""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000094513""""""","""""""1""","""60"""""""
"""""""CEREAL MUESLI CRUJIENTE""",""" HACENDADO""",""" PAQUETE 1 KG""""""","""""""08480000094292""""""","""""""2""","""0"""""""
"""""""CEREAL MUESLI FRUTAS""",""" HACENDADO""",""" PAQUETE 1 KG""""""","""""""08480000094919""""""","""""""1""","""5"""""""
"""""""CEREAL MUESLI 50% FRUTAS Y FRUTOS SECOS""",""" HACENDADO""",""" PAQUETE 500 G""""""","""""""08480000094926""""""","""""""1""","""79"""""""
"""""""CEREAL PALITOS SALVADO TRIGO I FIBRA""",""" HACENDADO""",""" CAJA 500 G""""""","""""""08480000093646""""""","""""""1""","""39"""""""
