"name,""barcode"",""price"""
"ACEITE OLIVA SABOR INTENSO TAPON VERDE ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 L,""08480000046406"",""2.7"""
"SURTIDO DIVERXUXES (ESCALOFRIO, BOLSA GOLOSINAS, FRUTIXUXES, PASTILLITAS, GOLOSINA ENVUELTA Y GOLOSINA FRESA), HACENDADO, PAQUETE 300 G,""08480000650597"",""1.90"""
"TARTA GOLOSINA XUXES PARTY, HACENDADO, 1 U - 430 G,""08480000650061"",""3.75"""
"CHICLE FRESA GRAGEAS SIN AZUCAR, HACENDADO, PAQUETE 32 U - 45 G,""08480000652119"",""0.80"""
"CHICLE FRESA GRAGEAS SIN AZUCAR, HACENDADO, BOTE 70 U - 100 G,""08480000650696"",""1.80"""
"CHICLE FRESA GRAGEAS TWIST SIN AZUCAR, TRIDENT, PACK 2 PAQUETES - 40 G,""07622210114938"",""1.00"""
"CHICLE FRESA LAMINAS SIN AZUCAR, HACENDADO, PACK 2 PAQUETES X 12 U - 62 G,""08480000652058"",""1.20"""
"CHICLE HIERBABUENA GRAGEAS SIN AZUCAR, HACENDADO, BOTE 70 U - 100 G,""08480000650689"",""1.80"""
"CHICLE HIERBABUENA GRAGEAS SIN AZUCAR, HACENDADO, PAQUETE 32 U - 45 G,""08480000650627"",""0.80"""
"CHICLE HIERBABUENA GRAGEAS SIN AZUCAR, TRIDENT, PACK 4 PAQUETES - 58 G,""08416400914052"",""1.27"""
"CHICLE HIERBABUENA LAMINAS SIN AZUCAR, HACENDADO, PACK 2 PAQUETES X 12 U - 62 G,""08480000652225"",""1.20"""
"CHICLE MENTA FUERTE GRAGEAS SIN AZUCAR, HACENDADO, PAQUETE 32 U - 45 G,""08480000652355"",""0.80"""
"CHICLE MENTA FUERTE GRAGEAS SIN AZUCAR, HACENDADO, BOTE 70 U - 100 G,""08480000650672"",""1.80"""
"CHICLE MENTA REGALIZ GRAGEAS SIN AZUCAR, HACENDADO, PAQUETE 32 U - 45 G,""08480000650566"",""0.80"""
"CHICLE MENTA SUAVE GRAGEAS SIN AZUCAR (PAQUETE BLANCO), HACENDADO, PAQUETE 32 U - 45 G,""08480000652348"",""0.80"""
"CHICLE SANDIA LAMINAS SIN AZUCAR, HACENDADO, PACK 2 PAQUETES X 12 U - 62 G,""08480000652232"",""1.20"""
"CHICLE TROPICAL XXL GRAGEAS SIN AZUCAR, HACENDADO, PAQUETE 25 U - 100 G,""08480000652133"",""1.60"""
"CHICLE TUTTI-FRUTTI ORIGINAL GRAGEAS SIN AZUCAR, HACENDADO, PAQUETE 32 U - 45 G,""08480000650450"",""0.80"""
"HARINA ARROZ, HACENDADO, PAQUETE 500 G,""08480000291301"",""0.95"""
"HARINA BIZCOCHOS, ARAGONESA, PAQUETE 1 KG,""08437001893041"",""0.8"""
"HARINA DE GARBANZO, HACENDADO, PAQUETE 400 G,""08480000290663"",""0.98"""
"HARINA ESPECIAL TEMPURA Y REBOZAR (SIN HUEVO), ARAGONESA, PAQUETE 1 KG,""08437001893126"",""1.4"""
"HARINA ESPELTA INTEGRAL, NURTURE, PAQUETE 1 KG,""08480000291745"",""1.4"""
"HARINA FRITOS, NURTURE, PAQUETE 1 KG,""08480000291806"",""0.8"""
"HARINA FUERZA, HACENDADO, PAQUETE 1 KG,""08437001893058"",""0.7"""
"HARINA MAIZ BLANCO PRECOCIDA, NURTURE, PAQUETE 1 KG,""08480000291653"",""1.5"""
"HARINA MAIZ FINA, NURTURE, CAJA 400 G,""08480000094506"",""0.69"""
"HARINA MIGAS, HACENDADO, PAQUETE 1 KG,""08480000291967"",""1.1"""
"HARINA PIZZAS, ARAGONESA, PAQUETE 1 KG,""08437001893065"",""1.1"""
"HARINA TRIGO ESPECIAL FREIR, LAS PANAERAS, PAQUETE 1 KG,""08412427136200"",""0.9"""
"HARINA TRIGO INTEGRAL, HACENDADO, PAQUETE 1 KG,""08437001893072"",""0.8"""
"HARINA TRIGO ***TAMAÑO AHORRO***, HACENDADO, PAQUETE 5 KG,""08437001893034"",""1.95"""
"HARINA TRIGO, HACENDADO, PAQUETE 1 KG,""08437001893027"",""0.4"""
"PREPARADO PANIFICABLE SIN GLUTEN, HACENDADO, PAQUETE 820 G,""08480000292155"",""2.20"""
"PREPARADO PARA BIZCOCHO SIN GLUTEN, HACENDADO, PAQUETE 375 G,""08480000291813"",""2.20"""
"PREPARADO PARA PAN RUSTICO, NURTURE, PAQUETE 1 KG,""08480000291646"",""1.2"""
"CLARA HUEVO LIQUIDA PASTEURIZADA, H.GUILLEN, BOTELLA 1 L,""08411384100941"",""2.1"""
"CLARA HUEVO LIQUIDA PASTEURIZADA, H.GUILLEN, BOTELLIN 300 CC,""08411384009855"",""1.30"""
"HUEVO COCIDO, H.GUILLEN, 6 U,""08411384313037"",""1.17"""
"HUEVO CODORNIZ, , 18 U,""08411384004188"",""1.19"""
"HUEVO GALLINA CAMPERA, , 6 U,""08411384003020"",""1.28"""
"HUEVO GRANDE L, , 6 U,""08411384005413"",""0.95"""
"HUEVO GRANDE L, , 12 U,""08411384005062"",""1.4"""
"HUEVO GRANDE L ***TAMAÑO AHORRO***, , 24 U,""Categoría:A"",""2.60"""
"HUEVO HILADO DULCE, FABRIDOCE, PACK 2 U - 100 G,""05602691251522"",""2.95"""
"HUEVO MEDIANO M, , 12 U,""08411384005079"",""1.2"""
"HUEVO SUPER GRANDE XL, , 12 U,""08411384001613"",""2.1"""
"CANELONES PLACAS, DEL CASTILLO, CAJA 20 U - 125 G,""08410300358770"",""0.58"""
"CANELONES TUBOS PRECOCIDOS PASTA ITALIANA, ARMANDO, CAJA 250 G,""08005709191181"",""1.00"""
"LASAÑA DE MAIZ Y ARROZ PLACAS PRECOCIDAS SIN GLUTEN, FELICIA, CAJA 250 G,""08032804430860"",""2.35"""
"LASAÑA PLACAS PRECOCIDAS, ANTICO PASTIFICIO, CAJA 13 U - 250 G,""08006680901066"",""0.95"""
"LASAÑA PLACAS PRECOCIDAS, EL PAVO, CAJA 18 U - 200 G,""08410173072025"",""1.25"""
"ESPAGUETI AL HUEVO PASTA, HACENDADO, PAQUETE 500 G,""08480000063021"",""0.99"""
"FIDEO AL HUEVO PASTA, HACENDADO, PAQUETE 500 G,""08480000063410"",""0.99"""
"MACARRON AL HUEVO PASTA, HACENDADO, PAQUETE 500 G,""08480000063007"",""0.99"""
"NIDOS AL HUEVO PASTA, HACENDADO, PAQUETE 500 G,""08480000063212"",""1.15"""
"ESPAGUETI CON QUINOA PASTA SIN GLUTEN, FELICIA, PAQUETE 500 G,""08032804430631"",""1.59"""
"ESPAGUETI INTEGRAL PASTA (ALTO CONTENIDO EN FIBRA), HACENDADO, PAQUETE 500 G,""08480000080561"",""0.89"""
"FIDEO CON QUINOA PASTA SIN GLUTEN, FELICIA, PAQUETE 500 G,""08032804430624"",""1.59"""
"FIDEO INTEGRAL PASTA (ALTO CONTENIDO EN FIBRA), HACENDADO, PAQUETE 500 G,""08480000065117"",""0.95"""
"HELICES PASTA DE LENTEJA ROJA 100 %, FELICIA, PAQUETE 250 G,""08032804430822"",""1.50"""
"HELICES PASTA VEGETAL, HACENDADO, PAQUETE 1 KG,""08480000063441"",""1.0"""
"HELICES VEGETALES CON QUINOA PASTA SIN GLUTEN, FELICIA, PAQUETE 500 G,""08032804430655"",""1.59"""
"MACARRON CON QUINOA PASTA SIN GLUTEN, FELICIA, PAQUETE 500 G,""08032804430648"",""1.59"""
"MACARRON PASTA DE TRIGO SARRACENO 100 %, FELICIA, PAQUETE 250 G,""08032804430839"",""1.50"""
"NIDOS ESPINACAS, HACENDADO, PAQUETE 500 G,""08480000063229"",""1.15"""
"NOODLES DE ARROZ PASTA (FIDEOS ORIENTALES), ACECOOK, PAQUETE 200 G,""08934563207403"",""1.25"""
"PAJARITAS PASTA VEGETAL, HACENDADO, PAQUETE 500 G,""08480000063052"",""0.69"""
"PENNE RIGATE INTEGRAL PASTA (ALTO CONTENIDO EN FIBRA), HACENDADO, PAQUETE 500 G,""08480000080554"",""0.89"""
"PIPETTE TRICOLORE PASTA ITALIANA (TIBURÓN), ARMANDO, PAQUETE 500 G,""08005709101890"",""0.89"""
"TROTTOLE TRICOLORE PASTA ITALIANA (HELICES), HACENDADO, PAQUETE 500 G,""08480000063717"",""0.95"""
"PASTA FRESCA AL HUEVO TAGLIATELLE, HACENDADO, PAQUETE 250 G,""08480000061539"",""1.00"""
"PASTA FRESCA GIRASOLES CON QUESO, HACENDADO, TARRINA 250 G,""08480000061454"",""1.59"""
"PASTA FRESCA GIRASOLES DE SOBRASADA PICANTE Y MOZZARELLA, BEL CANTO, TARRINA 250 G,""08006013990170"",""1.98"""
"PASTA FRESCA GRAN TORTELLONI ALBAHACA, HACENDADO, TARRINA 250 G,""08480000061485"",""1.59"""
"PASTA FRESCA MEDIALUNAS DE CALABAZA Y CREMA DE QUESOS, BEL CANTO, TARRINA 250 G,""08006013990163"",""2.50"""
"PASTA FRESCA MEDIALUNAS DE QUESO PARMESANO Y TRUFA, BEL CANTO, PAQUETE 250 G,""08006013990262"",""2.50"""
"PASTA FRESCA MEDIALUNAS DE SETAS CON BOLETUS, BEL CANTO, TARRINA 250 G,""08006013990545"",""1.98"""
"PASTA FRESCA ÑOQUIS DE PATATA, IL PASTAIO, PAQUETE 500 G,""08015057003760"",""1.09"""
"PASTA FRESCA ÑOQUIS PATATA RELLENO PESTO, IL PASTAIO, TARRINA 400 G,""08015057003890"",""1.75"""
"PASTA FRESCA RAVIOLI REQUESON Y ESPINACAS, HACENDADO, TARRINA 250 G,""08480000061430"",""1.59"""
"PASTA FRESCA REDONDO CON BERENJENA, TOMATE Y MOZZARELLA, BEL CANTO, TARRINA 250 G,""08006013990866"",""1.98"""
"PASTA FRESCA TORTELLINI CARNE, HACENDADO, TARRINA 250 G,""08480000061423"",""1.59"""
"COUS COUS MEDIANO, BIA, PAQUETE 1 KG,""08011033012108"",""1.5"""
"ESPAGUETI FINO PASTA, HACENDADO, PAQUETE 500 G,""08480000062772"",""0.49"""
"ESPAGUETI PASTA ITALIANA, ARMANDO, CAJA 500 G,""08005709100084"",""0.95"""
"ESPAGUETI PASTA, HACENDADO, PAQUETE 1 KG,""08480000062451"",""0.7"""
"ESPAGUETI PASTA, HACENDADO, PAQUETE 500 G,""08480000063311"",""0.49"""
"ESTRELLAS PASTA, HACENDADO, PAQUETE 500 G,""08480000063632"",""0.69"""
"FIDEO FIDEUA CURVA PASTA, HACENDADO, PAQUETE 500 G,""08480000062536"",""0.49"""
"FIDEO FINO CABELLO ANGEL PASTA, HACENDADO, PAQUETE 750 G,""08480000063465"",""0.63"""
"FIDEO GRUESO PASTA, HACENDADO, PAQUETE 500 G,""08480000062611"",""0.69"""
"FIDEO MEDIANO PASTA, HACENDADO, PAQUETE 500 G,""08480000062567"",""0.69"""
"FUSILLI PASTA ITALIANA (ESPIRAL GRANDE), ARMANDO, PAQUETE 500 G,""08005709104952"",""0.95"""
"HELICES PASTA, HACENDADO, PAQUETE 500 G,""08480000062383"",""0.60"""
"LLUVIA MARAVILLA PASTA, HACENDADO, PAQUETE 500 G,""08480000062581"",""0.60"""
"MACARRON FINO PASTA, HACENDADO, PAQUETE 500 G,""08480000062604"",""0.59"""
"MACARRON PASTA, HACENDADO, PAQUETE 1 KG,""08480000062505"",""0.7"""
"MACARRON PASTA, HACENDADO, PAQUETE 500 G,""08480000063267"",""0.49"""
"MACARRON RAYADO PASTA, HACENDADO, PAQUETE 500 G,""08480000062789"",""0.59"""
"PASTA INFANTIL CON VEGETALES, HACENDADO, PAQUETE 500 G,""08480000063335"",""0.79"""
"PENNE RIGATE PASTA ITALIANA, ARMANDO, PAQUETE 500 G,""08005709104075"",""0.95"""
"SEMOLA DE TRIGO FINA, NURTURE, PAQUETE 500 G,""08480000290113"",""0.82"""
"SOLES PASTA, HACENDADO, PAQUETE 500 G,""08480000062802"",""0.69"""
"TALLARIN PASTA, HACENDADO, PAQUETE 500 G,""08480000062468"",""0.49"""
"TAPIOCA, TIPIAK, CAJA 225 G,""03600900020701"",""1.25"""
"TIBURON PASTA, HACENDADO, PAQUETE 500 G,""08480000062444"",""0.60"""
"TORTELLINI CARNE, PAGANI, PAQUETE 250 G,""08005180060204"",""0.85"""
"TORTELLINI QUESO, PAGANI, PAQUETE 250 G,""08005180060235"",""0.85"""
"TORTELLINI RICOTTA ESPINACAS, PAGANI, PAQUETE 250 G,""08005180060259"",""0.99"""
"TORTIGLIONI PASTA ITALIANA (MACARRON GRANDE), ARMANDO, PAQUETE 500 G,""08005709104839"",""0.95"""
"BASE PIZZA CONGELADA SIN GLUTEN Y SIN LACTOSA, HACENDADO, PAQUETE 2 U - 400 G,""08480000636065"",""3.50"""
"BASE PIZZA DE CEREALES Y SEMILLAS REFRIGERADA, HACENDADO, PACK 2 U - 520 G,""08480000634771"",""2.38"""
"BASE PIZZA REFRIGERADA, HACENDADO, PACK 2 U - 520 G,""08480000634603"",""2.25"""
"EMPANADILLA PASTA REFRIGERADA, BUITONI, PAQUETE 16 U - 160 G,""08410239040333"",""0.89"""
"MASA EMPANADA REFRIGERADA, HACENDADO, PAQUETE 2 U - 460 G,""08480000634764"",""2.38"""
"MASA FILO REFRIGERADA PARA HOJALDRES DULCES Y SALADOS, CRUJIENTES, PAQUETE 250 G (8 O 10 HOJAS),""03435630630599"",""1.85"""
"MASA HOJALDRE MANTEQUILLA REFRIGERADA, HACENDADO, PACK 2 U - 520 G,""08480000634740"",""2.38"""
"MASA HOJALDRE REFRIGERADA SIN GLUTEN, CERELIA, PAQUETE 1 U - 280 G,""03392590203761"",""2.40"""
"MASA HOJALDRE REFRIGERADA, HACENDADO, PACK 2 U- 520 G,""08480000634511"",""2.25"""
"MASA QUEBRADA BRISA REFRIGERADA, HACENDADO, PACK 2 U - 460 G,""08480000634641"",""2.38"""
"ROSCA FRESCA VACIA (PRECOCIDA PARA HORNEAR), HACENDADO, U 300 G,""08480000635488"",""1.35"""
"BAGUETTE CONGELADO ATUN BACON, HACENDADO, PAQUETE 2 U - 280 G,""08480000635648"",""1.89"""
"BAGUETTE CONGELADO JAMON QUESO, HACENDADO, PAQUETE 2 U - 280 G,""08480000635709"",""1.89"""
"PIZZA CONGELADA AMERICANA RELLENA DE QUESO CHEDDAR, HACENDADO, U 540 G,""08480000636430"",""2.99"""
"PIZZA CONGELADA ATUN Y CEBOLLA CARAMELIZADA MASA FINA Y CRUJIENTE, HACENDADO, U 400 G,""08480000633255"",""2.29"""
"PIZZA CONGELADA ATUN, HACENDADO, U 390 G,""08480000635013"",""2.00"""
"PIZZA CONGELADA BARBACOA MINI, HACENDADO, PAQUETE 6 U - 290 G,""08480000636010"",""1.99"""
"PIZZA CONGELADA BOLOÑESA, HACENDADO, U 400 G,""08480000635594"",""2.00"""
"PIZZA CONGELADA CAMPESINA (CHAMPIÑON, BACON, CEBOLLA), HACENDADO, U 390 G,""08480000635600"",""2.00"""
"PIZZA CONGELADA CON BORDE RELLENO FRANKFURT (CEBOLLA, CREMA QUESO Y FRANKFURT), HACENDADO, U 533 G,""08480000633286"",""2.99"""
"PIZZA CONGELADA ESTACIONE RELLENA DE QUESO FRESCO, HACENDADO, U 540 G,""08480000636447"",""2.99"""
"PIZZA CONGELADA FAJITA MASA FINA Y CRUJIENTE (POLLO, QUESO Y PIMIENTO), HACENDADO, U 400 G,""08480000633385"",""2.29"""
"PIZZA CONGELADA IBERICA (CHORIZO IBERICO, CARNE CERDO IBERICO,MOZZARELLA,TOMATE ), HACENDADO, U 380 G,""08480000635860"",""2.00"""
"PIZZA CONGELADA JAMON QUESO SIN GLUTEN Y SIN LACTOSA, HACENDADO, U 420 G,""08480000636249"",""2.99"""
"PIZZA CONGELADA JAMON Y QUESO MASA FINA Y CRUJIENTE, HACENDADO, U 400 G,""08480000633392"",""2.29"""
"PIZZA CONGELADA JAMON YORK QUESO MINI, HACENDADO, PAQUETE 6 U - 290 G,""08480000635952"",""1.99"""
"PIZZA CONGELADA MOZZARELLA PESTO, HACENDADO, U 400 G,""08480000636072"",""2.00"""
"PIZZA CONGELADA POLLO KEBAB CON SALSA YOGUR MASA FINA Y CRUJIENTE, HACENDADO, U 400 G,""08480000633262"",""2.29"""
"PIZZA CONGELADA REINA (TOMATE, JAMON COCIDO, QUESO), HACENDADO, U 390 G,""08480000635761"",""1.89"""
"PIZZA CONGELADA SALMON GAMBA, HACENDADO, U 390 G,""08480000635716"",""2.00"""
"PIZZA CONGELADA TOMATE Y QUESO, HACENDADO, PAQUETE 2 U -570 G,""08480000635976"",""1.80"""
"PIZZA CONGELADA VERDURAS BRASEADAS (PIMIENTO, CALABACIN, CEBOLLA Y ACEITUNA NEGRA), HACENDADO, U 390 G,""08480000636218"",""1.89"""
"PIZZA CONGELADA 4 QUESOS MASA FINA Y CRUJIENTE (MOZZARELLA, EDAM, GORGONZOLA, EMENTAL), HACENDADO, U 390 G,""08480000633408"",""2.29"""
"PIZZA CONGELADA 4 QUESOS RELLENA DE QUESO GORGONZOLA, HACENDADO, U 540 G,""08480000636423"",""2.99"""
"PIZZA CONGELADA 4 QUESOS SIN GLUTEN (MOZZARELLA,GOUDA GRANA PADANO,EDAM), HACENDADO, U 410 G,""08480000636232"",""2.99"""
"FOCACCIA CON QUESO ROMERO Y TOMILLO, HACENDADO, PAQUETE PACK 2 X 150 G - 300 G,""08480000635099"",""1.50"""
"PIZZA FRESCA ATUN BACON, HACENDADO, BIPACK 440 G,""08480000566478"",""2.35"""
"PIZZA FRESCA ATUN BACON, HACENDADO, U 415 G,""08480000635822"",""2.39"""
"PIZZA FRESCA BARBACOA CON BACON FAMILIAR, HACENDADO, U 600 G,""08480000636294"",""2.99"""
"PIZZA FRESCA BARBACOA CON BACON, HACENDADO, U 415 G,""08480000636133"",""1.99"""
"PIZZA FRESCA CALZONE POLLO BARBACOA, HACENDADO, BIPACK 2 U - 620 G,""08480000635211"",""2.96"""
"PIZZA FRESCA CARBONARA (CREMA LECHE,BACON,CHAMPIÑON), HACENDADO, U 430 G,""08480000636539"",""2.39"""
"PIZZA FRESCA CARBONARA FAMILIAR (CREMA LECHE,BACON,CHAMPIÑON), HACENDADO, U 600 G,""08480000636324"",""2.99"""
"PIZZA FRESCA JAMON QUESO SIN GLUTEN Y SIN LACTOSA, HACENDADO, U 420 G,""08480000635143"",""2.99"""
"PIZZA FRESCA JAMON SERRANO, HACENDADO, U 400 G,""08480000635518"",""2.39"""
"PIZZA FRESCA JAMON YORK MOZZARELLA FAMILIAR, HACENDADO, U 600 G,""08480000636270"",""2.99"""
"PIZZA FRESCA JAMON YORK QUESO CON PERLAS DE MOZZARELLA, HACENDADO, U 415 G,""08480000635815"",""1.99"""
"PIZZA FRESCA JAMON YORK QUESO, HACENDADO, BIPACK 440 G,""08480000635938"",""2.35"""
"PIZZA FRESCA MARGARITA, HACENDADO, U 340 G,""08480000635853"",""1.85"""
"PIZZA FRESCA MASA RUSTICA CON POLLO Y BACON (BASE 5 CEREALES), HACENDADO, U - 420 G,""08480000636454"",""2.39"""
"PIZZA FRESCA MEDITERRANEA (QUESO CABRA, CALABACIN, CEBOLLA, JAMON SERRANO, PIMIENTO ROJO, ACEITUNAS NEGRAS), HACENDADO, U 430 G,""08480000636348"",""2.39"""
"PIZZA FRESCA PEPPERONI (MAS PICANTE), HACENDADO, U 410 G,""08480000635563"",""2.39"""
"PIZZA FRESCA POLLO (POLLO ASADO, CEBOLLA, PIMIENTOS ASADOS), HACENDADO, U 430 G,""08480000635297"",""2.39"""
"PIZZA FRESCA ROMANA (JAMON, ACEITUNAS Y CHAMPIÑONES SALTEADOS), HACENDADO, U 430 G,""08480000635037"",""2.39"""
"PIZZA FRESCA 4 QUESOS (EMMENTAL,MOZZARELLA,GRANA,CHEDDAR), HACENDADO, BIPACK 420 G,""08480000635921"",""2.35"""
"PIZZA FRESCA 4 QUESOS (EMMENTAL,MOZZARELLA,GRANA,CHEDDAR), HACENDADO, U 410 G,""08480000635808"",""2.39"""
"PIZZA FRESCA 4 QUESOS FAMILIAR (EMMENTAL,MOZZARELLA,GRANA,CHEDDAR), HACENDADO, U 580 G,""08480000636287"",""2.99"""
"QUICHE FRESCA JAMON YORK Y BACON, HACENDADO, U 380 G,""08480000635266"",""1.99"""
"QUICHE FRESCA VEGETAL, HACENDADO, U 390 G,""08480000635327"",""1.99"""
"ROSCA FRESCA JAMON CURADO QUESO EMMENTAL, HACENDADO, U 420 G,""08480000635440"",""2.80"""
"ROSCA FRESCA LOMO BACON QUESO EMMENTAL, HACENDADO, U 450 G,""08480000635457"",""2.80"""
"CANELONES ATUN BECHAMEL 2 RACIONES CONGELADO, HACENDADO, PAQUETE 2 X 300 G - 600 G,""08480000637178"",""2.10"""
"CANELONES CARNE BECHAMEL FAMILIAR CONGELADO, HACENDADO, CAJA 12 U - 1100 G,""08480000637291"",""3.99"""
"CANELONES CARNE BECHAMEL 2 RACIONES CONGELADO, HACENDADO, CAJA 2 X 300 G - 600 G,""08480000637307"",""2.20"""
"LASAÑA BOLOÑESA 2 RACIONES CONGELADA, HACENDADO, CAJA 2 U X 300 G - 600 G,""08480000637253"",""2.20"""
"LASAÑA BOLOÑESA 4 RACIONES CONGELADA, HACENDADO, PAQUETE 1100 G,""08480000637215"",""4.00"""
"LASAÑA CARNE A LA BARBACOA CONGELADA, HACENDADO, CAJA 2 U X 300 G - 600 G,""08480000617125"",""2.13"""
"LASAÑA VERDURAS 2 RACIONES CONGELADA, HACENDADO, PAQUETE 2 X 290 G - 580 G,""08480000637321"",""2.05"""
"ÑOQUIS POLLO Y VERDURAS CONGELADO, GORT, PAQUETE 600 G,""03270120583159"",""2.38"""
"PASTA CON POLLO AL PESTO CONGELADO, HACENDADO, PAQUETE 300 G,""08480000613622"",""2.10"""
"SOPA CON WONTON DE LANGOSTINOS, FIDEOS Y COLES CHINAS CONGELADO, HACENDADO, TARRINA 309 G,""08858984820808"",""2.65"""
"AJOBLANCO (GAZPACHO BLANCO DE ALMENDRAS), HACENDADO, BRICK 3 X 330 ML - 990 ML,""08480000399045"",""2.85"""
"GAZPACHO ANDALUZ (BRICK VERDE), HACENDADO, BRICK 3 X 330 CC - 990 CC,""08480000399366"",""1.80"""
"GAZPACHO ANDALUZ (BRICK VERDE), HACENDADO, BRICK 2 X 1 L - 2 L,""08480000399274"",""2.90"""
"GAZPACHO SUAVE (BRICK AMARILLO), HACENDADO, BRICK 3 X 330 CC - 990 CC,""08480000399373"",""1.80"""
"GAZPACHO SUAVE (BRICK AMARILLO), HACENDADO, BRICK 2 X 1 L - 2 L,""08480000399113"",""2.90"""
"GAZPACHO TRADICIONAL (BRICK ROJO), HACENDADO, BRICK 3 X 330 CC - 990 CC,""08480000399342"",""1.80"""
"GAZPACHO TRADICIONAL (BRICK ROJO), HACENDADO, BRICK 2 X 1 L - 2 L,""08480000399090"",""2.90"""
"GAZPACHO 100 % NATURAL FRESCO, LA HUERTA DE HACENDADO, BOTELLA 1 L,""08480000399007"",""2.6"""
"GAZPACHO 100 % NATURAL FRESCO, LA HUERTA DE HACENDADO, BOTELLIN 330 CC,""08480000399656"",""1.00"""
"SALMOREJO 100 % NATURAL FRESCO, LA HUERTA DE HACENDADO, BOTELLA 1 L,""08480000399014"",""2.9"""
"SALMOREJO 100 % NATURAL FRESCO, LA HUERTA DE HACENDADO, BOTELLIN 330 CC,""08480000399663"",""1.10"""
"SALMOREJO, HACENDADO, BRICK 3 X 330 CC - 990 CC,""08480000399038"",""1.90"""
"SALMOREJO, HACENDADO, BRICK 1L,""08480000399021"",""1.6"""
"COMIDA PREPARADA ARROZ A BANDA, PLATOS TRADICIONALES, BANDEJA 325 G,""08437007122176"",""2.25"""
"COMIDA PREPARADA CANELONES CARNE, PLATOS TRADICIONALES, BANDEJA 3 U - 350 G,""08437007122824"",""1.95"""
"COMIDA PREPARADA CODILLO CERDO ASADO, PLATOS TRADICIONALES, PAQUETE 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100808209"",""3.03"""
"COMIDA PREPARADA COSTILLA BARBACOA CORTADA EN TIRAS, HACENDADO, TARRINA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100808841"",""4.20"""
"COMIDA PREPARADA ESPAGUETI CARBONARA, PLATOS TRADICIONALES, BANDEJA 325 G,""08437007122053"",""1.65"""
"COMIDA PREPARADA ESPAGUETI CON TOMATE Y CARNE, PLATOS TRADICIONALES, BANDEJA 325 G,""08437007122817"",""1.75"""
"COMIDA PREPARADA FALAFEL (CROQUETA DE GARBANZO) CON SALSA TAHINA, , TARRINA 160 G,""08710378562162"",""1.90"""
"COMIDA PREPARADA HAMBURGUESA VEGETAL CON BERENJENAS, KIOENE, BANDEJA 2 U X 100 G - 200 G,""08027890010249"",""2.40"""
"COMIDA PREPARADA HAMBURGUESA VEGETAL CON SEMILLAS CALABAZA Y GIRASOL, KIOENE, BANDEJA 2 U X 100 G - 200 G,""08027890010256"",""2.40"""
"COMIDA PREPARADA HAMBURGUESA VEGETAL MINI CON GUISANTES Y ESPINACAS, KIOENE, BANDEJA 4 U X 50 G - 200 G,""08027890010232"",""2.40"""
"COMIDA PREPARADA LASAÑA BOLOÑESA FAMILIAR, PLATOS TRADICIONALES, BANDEJA 750 G,""08437007122626"",""2.99"""
"COMIDA PREPARADA LASAÑA BOLOÑESA, PLATOS TRADICIONALES, BANDEJA 375 G,""08437007122619"",""2.00"""
"COMIDA PREPARADA LASAÑA VEGETAL CON PESTO, PLATOS TRADICIONALES, BANDEJA 375 G,""08437007122640"",""2.15"""
"COMIDA PREPARADA LOMO EN SALSA, PLATOS TRADICIONALES, BANDEJA 325 G,""08437007122206"",""2.50"""
"COMIDA PREPARADA MACARRONES BOLOÑESA, PLATOS TRADICIONALES, BANDEJA 325 G,""08437007122848"",""1.75"""
"COMIDA PREPARADA PASTEL FRIO MARISCO, COCINISSIMO, BANDEJA 300 G,""08433348020270"",""2.95"""
"COMIDA PREPARADA PATATAS ALIOLI, HACENDADO, TARRINA 250 G,""08480000807670"",""1.00"""
"COMIDA PREPARADA PATATAS BRAVAS (MAYONESA + SALSA BRAVA), HACENDADO, PAQUETE 490 G,""08480000807038"",""1.85"""
"COMIDA PREPARADA POLLO ASADO ALITAS, HACENDADO, TARRINA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100808490"",""3.33"""
"COMIDA PREPARADA POLLO ASADO ENTERO, PLATOS TRADICIONALES, U - 1200 G APROX(PESO APROXIMADO DE LA UNIDAD 1200 GR),""02105100808568"",""4.79"""
"COMIDA PREPARADA POLLO ASADO TROCEADO, PLATOS TRADICIONALES, U - 1100 G APROX(PESO APROXIMADO DE LA UNIDAD 1100 GR),""02105100808742"",""5.12"""
"COMIDA PREPARADA POLLO CON TOMATE, PLATOS TRADICIONALES, TARRINA 300 G,""08437007122664"",""2.25"""
"COMIDA PREPARADA POLLO RELLENO CIRUELA,PASAS Y NUECES, TRADIGUST, U - 1 KG APROX(PESO APROXIMADO DE LA UNIDAD 1000 GR),""02105100219128"",""6.95"""
"COMIDA PREPARADA POLLO RELLENO JAMON, QUESO Y HUEVO, TRADIGUST, U - 1 KG APROX(PESO APROXIMADO DE LA UNIDAD 1000 GR),""02105100219098"",""6.95"""
"COMIDA PREPARADA ROTI POLLO (RELLENO JAMON Y QUESO), C.TENEDORES, PAQUETE 375 G,""08437002390228"",""2.49"""
"COMIDA PREPARADA TABULE ORIENTAL, HACENDADO, TARRINA 450 G,""08480000808769"",""1.43"""
"COMIDA PREPARADA TORTELLINI RICOTTA Y ESPINACAS A LOS 4 QUESOS, PLATOS TRADICIONALES, BANDEJA 325 G,""08437007122886"",""2.15"""
